"Garage Type","Garage Area"
Attchd,715.0
Attchd,779.0
Attchd,543.0
BuiltIn,596.0
Attchd,595.0
Attchd,560.0
Attchd,493.0
Attchd,420.0
Attchd,420.0
Attchd,508.0
Attchd,721.0
Attchd,532.0
Attchd,548.0
Attchd,470.0
Attchd,484.0
Attchd,520.0
Attchd,484.0
Attchd,814.0
Attchd,610.0
Attchd,410.0
Attchd,420.0
Attchd,420.0
Attchd,420.0
Attchd,420.0
"",0.0
"",0.0
Attchd,264.0
Attchd,276.0
BuiltIn,504.0
Detchd,480.0
"",0.0
Detchd,588.0
BuiltIn,397.0
Attchd,542.0
Attchd,440.0
Attchd,451.0
Attchd,624.0
Attchd,1418.0
Basment,525.0
"",0.0
"",0.0
"",0.0
"",0.0
"",0.0
"",0.0
"",0.0
Attchd,286.0
Detchd,240.0
Detchd,548.0
Attchd,300.0
Basment,312.0
Detchd,205.0
"",0.0
"",0.0
"",0.0
Detchd,400.0
Detchd,240.0
Detchd,576.0
Attchd,312.0
"",0.0
BuiltIn,621.0
Detchd,480.0
Detchd,369.0
Detchd,672.0
Attchd,308.0
Detchd,400.0
Detchd,160.0
Detchd,180.0
Detchd,240.0
Attchd,599.0
Attchd,270.0
Detchd,240.0
Detchd,240.0
Detchd,225.0
Attchd,344.0
Detchd,786.0
BuiltIn,1014.0
Attchd,431.0
Attchd,506.0
Attchd,484.0
Detchd,924.0
Detchd,462.0
Attchd,452.0
Detchd,195.0
Detchd,240.0
"",0.0
Detchd,432.0
Detchd,924.0
"",0.0
Attchd,288.0
Detchd,360.0
Attchd,356.0
Attchd,487.0
Detchd,185.0
Detchd,250.0
Detchd,195.0
Detchd,1248.0
Detchd,216.0
Attchd,482.0
Attchd,525.0
Attchd,482.0
Attchd,482.0
Attchd,786.0
Attchd,857.0
Attchd,816.0
Attchd,358.0
Detchd,473.0
Attchd,484.0
Attchd,432.0
Attchd,529.0
Attchd,512.0
Attchd,665.0
Attchd,788.0
Attchd,800.0
Attchd,612.0
BuiltIn,400.0
BuiltIn,400.0
Attchd,666.0
Attchd,438.0
Attchd,616.0
Attchd,578.0
Attchd,600.0
Attchd,467.0
Attchd,435.0
Attchd,749.0
Attchd,520.0
Attchd,892.0
Attchd,784.0
Attchd,784.0
"",0.0
Attchd,392.0
2Types,850.0
Attchd,499.0
BuiltIn,336.0
Attchd,336.0
BuiltIn,297.0
BuiltIn,297.0
Attchd,257.0
"",0.0
"",0.0
Attchd,520.0
Attchd,264.0
Attchd,264.0
Attchd,264.0
Detchd,816.0
Attchd,264.0
Attchd,423.0
Attchd,484.0
Attchd,530.0
Detchd,288.0
Attchd,525.0
Attchd,526.0
Attchd,516.0
Attchd,621.0
BuiltIn,433.0
BuiltIn,373.0
Attchd,388.0
Attchd,460.0
BuiltIn,390.0
Attchd,499.0
BuiltIn,398.0
Attchd,451.0
Attchd,420.0
Attchd,402.0
Attchd,482.0
Attchd,420.0
Attchd,402.0
Attchd,392.0
Attchd,392.0
Attchd,480.0
Attchd,461.0
Attchd,577.0
Attchd,480.0
Attchd,484.0
Attchd,676.0
BuiltIn,729.0
Attchd,1110.0
2Types,828.0
Attchd,556.0
Attchd,567.0
Attchd,724.0
Attchd,724.0
Attchd,467.0
Attchd,480.0
BuiltIn,477.0
Attchd,484.0
Attchd,663.0
Attchd,481.0
Attchd,534.0
Attchd,551.0
Attchd,564.0
Attchd,495.0
Attchd,550.0
Attchd,478.0
Attchd,462.0
Attchd,944.0
Attchd,487.0
Attchd,539.0
Attchd,550.0
Attchd,585.0
Attchd,488.0
BuiltIn,288.0
Detchd,576.0
Attchd,484.0
Detchd,576.0
Attchd,368.0
Detchd,280.0
Detchd,480.0
Detchd,684.0
Basment,270.0
Detchd,528.0
Attchd,367.0
Attchd,511.0
Attchd,522.0
Detchd,264.0
Detchd,264.0
Detchd,264.0
Detchd,440.0
Detchd,440.0
Attchd,440.0
Detchd,440.0
Attchd,319.0
Detchd,360.0
Attchd,730.0
Attchd,774.0
Attchd,818.0
Attchd,856.0
Attchd,928.0
Attchd,938.0
Attchd,732.0
Attchd,1040.0
BuiltIn,670.0
Attchd,878.0
Attchd,947.0
Attchd,932.0
Attchd,895.0
BuiltIn,694.0
Attchd,866.0
Attchd,908.0
BuiltIn,814.0
Attchd,1174.0
Detchd,728.0
BuiltIn,852.0
BuiltIn,786.0
Attchd,789.0
Attchd,843.0
BuiltIn,916.0
BuiltIn,872.0
Attchd,818.0
BuiltIn,656.0
Attchd,774.0
Attchd,878.0
Attchd,554.0
BuiltIn,876.0
Attchd,460.0
Attchd,631.0
Attchd,631.0
Attchd,460.0
Attchd,627.0
Attchd,627.0
Attchd,484.0
Attchd,564.0
Attchd,556.0
Attchd,617.0
Attchd,550.0
Attchd,478.0
Attchd,572.0
Attchd,400.0
Attchd,393.0
BuiltIn,454.0
Attchd,440.0
BuiltIn,350.0
Attchd,388.0
Attchd,400.0
Attchd,436.0
Attchd,396.0
BuiltIn,432.0
Attchd,440.0
Attchd,400.0
Attchd,462.0
Attchd,648.0
Attchd,648.0
Attchd,630.0
Attchd,388.0
Attchd,630.0
Attchd,437.0
BuiltIn,400.0
BuiltIn,434.0
Attchd,534.0
Attchd,440.0
BuiltIn,400.0
BuiltIn,434.0
Attchd,463.0
BuiltIn,435.0
Attchd,460.0
BuiltIn,400.0
Attchd,400.0
Attchd,442.0
Attchd,460.0
Attchd,813.0
Attchd,925.0
BuiltIn,648.0
Attchd,804.0
Attchd,806.0
Attchd,758.0
BuiltIn,600.0
Attchd,832.0
Attchd,455.0
Attchd,834.0
Attchd,721.0
Attchd,752.0
Attchd,546.0
Attchd,517.0
Attchd,933.0
Attchd,605.0
Attchd,852.0
Attchd,788.0
Attchd,754.0
Attchd,484.0
Attchd,1092.0
Attchd,865.0
Attchd,895.0
Attchd,480.0
Attchd,786.0
Attchd,954.0
Attchd,825.0
Attchd,484.0
Attchd,474.0
Attchd,672.0
Attchd,636.0
Attchd,574.0
BuiltIn,859.0
Attchd,598.0
Attchd,575.0
Attchd,590.0
Attchd,561.0
Attchd,1025.0
BuiltIn,550.0
Attchd,880.0
Attchd,826.0
Attchd,578.0
Attchd,594.0
Attchd,658.0
BuiltIn,744.0
Attchd,610.0
"",0.0
"",0.0
Detchd,576.0
Attchd,566.0
Attchd,471.0
Attchd,492.0
Attchd,539.0
Attchd,514.0
Attchd,529.0
Attchd,283.0
Attchd,504.0
Detchd,630.0
Detchd,308.0
Detchd,624.0
Detchd,576.0
Detchd,264.0
Attchd,544.0
Attchd,349.0
Detchd,686.0
Detchd,572.0
Attchd,288.0
Attchd,564.0
Attchd,518.0
Attchd,431.0
Basment,611.0
Attchd,542.0
Attchd,750.0
Attchd,541.0
Attchd,540.0
Attchd,484.0
Attchd,476.0
Attchd,466.0
Attchd,466.0
Attchd,528.0
Attchd,569.0
Detchd,528.0
Detchd,440.0
Detchd,440.0
Detchd,440.0
Detchd,440.0
Detchd,440.0
Detchd,480.0
Detchd,492.0
Detchd,576.0
Detchd,625.0
Detchd,552.0
Attchd,1105.0
Attchd,478.0
Attchd,546.0
Attchd,588.0
Attchd,528.0
Attchd,571.0
Attchd,512.0
Attchd,460.0
Attchd,676.0
BuiltIn,600.0
Attchd,650.0
Attchd,412.0
Attchd,570.0
Attchd,480.0
Attchd,528.0
Attchd,515.0
Attchd,472.0
Attchd,473.0
Detchd,528.0
Attchd,484.0
Attchd,528.0
Attchd,311.0
Attchd,308.0
Attchd,318.0
Attchd,515.0
Detchd,484.0
Detchd,352.0
CarPort,530.0
Attchd,286.0
Attchd,301.0
Detchd,461.0
Attchd,264.0
Attchd,297.0
Detchd,396.0
Attchd,294.0
Attchd,440.0
Detchd,784.0
Detchd,312.0
Attchd,440.0
Attchd,440.0
Attchd,309.0
Attchd,539.0
Attchd,286.0
Attchd,510.0
Attchd,572.0
Detchd,624.0
CarPort,462.0
Attchd,306.0
Attchd,512.0
"",0.0
"",0.0
"",0.0
Detchd,308.0
Attchd,540.0
Attchd,288.0
Detchd,400.0
Attchd,240.0
Attchd,312.0
Detchd,792.0
Basment,432.0
Attchd,525.0
Attchd,275.0
Attchd,315.0
CarPort,596.0
Attchd,315.0
Detchd,308.0
2Types,692.0
Attchd,308.0
Attchd,301.0
Attchd,260.0
Attchd,336.0
Attchd,336.0
Attchd,464.0
Attchd,308.0
Attchd,286.0
Attchd,484.0
Attchd,310.0
Attchd,336.0
Detchd,336.0
Detchd,484.0
Detchd,410.0
Attchd,293.0
Attchd,240.0
Detchd,252.0
Detchd,572.0
Detchd,352.0
Attchd,390.0
Attchd,252.0
Attchd,280.0
Detchd,420.0
"",0.0
Detchd,576.0
Attchd,371.0
BuiltIn,1200.0
Detchd,240.0
"",0.0
Detchd,580.0
Detchd,216.0
"",0.0
Detchd,216.0
BuiltIn,276.0
Attchd,240.0
Attchd,288.0
Attchd,504.0
Detchd,576.0
Detchd,240.0
Attchd,315.0
Attchd,276.0
Attchd,357.0
Detchd,720.0
Attchd,254.0
Attchd,286.0
Attchd,338.0
Attchd,324.0
Attchd,351.0
"",0.0
Attchd,300.0
Attchd,440.0
Attchd,264.0
Detchd,294.0
Attchd,288.0
Detchd,576.0
Detchd,360.0
Detchd,576.0
Detchd,184.0
Detchd,672.0
Detchd,180.0
Detchd,273.0
Detchd,379.0
Detchd,576.0
Detchd,308.0
Detchd,672.0
Detchd,252.0
Detchd,308.0
Detchd,342.0
"",0.0
Detchd,480.0
Detchd,816.0
Detchd,374.0
Detchd,250.0
Detchd,480.0
Detchd,560.0
Detchd,468.0
Detchd,205.0
Detchd,336.0
Attchd,576.0
Detchd,506.0
Detchd,216.0
Detchd,812.0
Detchd,704.0
Detchd,160.0
Attchd,331.0
Attchd,384.0
Detchd,308.0
Detchd,308.0
Detchd,495.0
Detchd,440.0
Detchd,224.0
Attchd,217.0
Detchd,440.0
Detchd,240.0
Detchd,528.0
Detchd,280.0
Detchd,230.0
Detchd,379.0
Detchd,180.0
Detchd,576.0
Detchd,560.0
Detchd,180.0
Detchd,408.0
Detchd,520.0
Detchd,576.0
Detchd,576.0
Detchd,384.0
Attchd,456.0
Detchd,216.0
Detchd,240.0
Detchd,216.0
Detchd,240.0
Attchd,280.0
Attchd,658.0
"",0.0
Detchd,544.0
Detchd,299.0
Detchd,720.0
Detchd,436.0
Detchd,288.0
Detchd,440.0
Detchd,660.0
Detchd,308.0
"",0.0
Detchd,264.0
Attchd,498.0
"",0.0
Detchd,240.0
Detchd,240.0
Detchd,308.0
Detchd,572.0
Detchd,440.0
Attchd,261.0
Detchd,528.0
Attchd,264.0
Detchd,240.0
Detchd,384.0
Attchd,300.0
Detchd,576.0
Attchd,264.0
Detchd,528.0
Attchd,386.0
Attchd,450.0
Attchd,528.0
Detchd,315.0
Attchd,323.0
Attchd,638.0
Attchd,576.0
Attchd,224.0
Attchd,494.0
Attchd,303.0
2Types,460.0
Attchd,739.0
Attchd,552.0
Attchd,521.0
Detchd,576.0
Detchd,649.0
Attchd,336.0
Attchd,527.0
Attchd,576.0
Attchd,332.0
Attchd,399.0
Detchd,308.0
"",0.0
"",0.0
Attchd,264.0
Detchd,256.0
Attchd,253.0
Detchd,280.0
Attchd,252.0
Attchd,515.0
Attchd,719.0
Attchd,746.0
Attchd,576.0
Attchd,833.0
Attchd,575.0
Attchd,499.0
BuiltIn,792.0
BuiltIn,1052.0
Attchd,870.0
Attchd,894.0
Attchd,840.0
Attchd,440.0
Attchd,870.0
BuiltIn,868.0
Attchd,508.0
Attchd,440.0
Attchd,826.0
Attchd,628.0
Attchd,796.0
Attchd,674.0
Attchd,524.0
Attchd,578.0
Attchd,440.0
Attchd,454.0
Attchd,619.0
Attchd,389.0
Attchd,501.0
Attchd,444.0
Attchd,529.0
Detchd,747.0
Attchd,299.0
Attchd,521.0
Attchd,497.0
Attchd,546.0
Detchd,384.0
Attchd,242.0
"",0.0
Attchd,684.0
Attchd,597.0
Attchd,534.0
Attchd,517.0
Attchd,486.0
Attchd,558.0
Attchd,500.0
Attchd,440.0
Detchd,370.0
Detchd,576.0
Detchd,748.0
Attchd,308.0
Attchd,440.0
Detchd,461.0
Attchd,440.0
Detchd,576.0
Detchd,728.0
Attchd,888.0
Attchd,647.0
Attchd,583.0
Attchd,527.0
Attchd,610.0
Attchd,542.0
BuiltIn,683.0
Attchd,484.0
Attchd,560.0
Attchd,608.0
Attchd,702.0
Attchd,556.0
Attchd,420.0
Attchd,482.0
BuiltIn,434.0
Attchd,531.0
Attchd,552.0
Attchd,639.0
Attchd,626.0
Attchd,578.0
Attchd,437.0
Attchd,484.0
Attchd,400.0
Detchd,461.0
Attchd,384.0
Detchd,520.0
Attchd,432.0
Detchd,576.0
Attchd,622.0
"",0.0
Detchd,528.0
Attchd,504.0
Attchd,579.0
Attchd,430.0
Attchd,450.0
BuiltIn,489.0
Attchd,1154.0
BuiltIn,884.0
Basment,525.0
Detchd,392.0
"",0.0
Attchd,248.0
"",0.0
"",0.0
Detchd,216.0
Detchd,400.0
Detchd,384.0
Detchd,355.0
Detchd,528.0
Detchd,280.0
"",0.0
"",0.0
Detchd,180.0
Detchd,200.0
Detchd,352.0
Detchd,240.0
Detchd,240.0
Detchd,216.0
Detchd,228.0
Detchd,216.0
Detchd,225.0
Detchd,240.0
Detchd,352.0
Detchd,552.0
Basment,240.0
Attchd,492.0
2Types,871.0
Detchd,264.0
Attchd,400.0
Detchd,864.0
Basment,380.0
Detchd,231.0
Detchd,432.0
Detchd,528.0
Detchd,440.0
Detchd,180.0
Attchd,416.0
Attchd,240.0
Basment,450.0
Attchd,580.0
Attchd,552.0
Detchd,462.0
Attchd,628.0
Attchd,509.0
Attchd,625.0
Attchd,484.0
Attchd,691.0
"",0.0
Detchd,720.0
Detchd,360.0
"",0.0
Detchd,264.0
Detchd,""
Detchd,100.0
Detchd,308.0
Detchd,338.0
Attchd,282.0
Detchd,256.0
"",0.0
Detchd,720.0
Detchd,216.0
Attchd,495.0
Attchd,538.0
BuiltIn,486.0
Attchd,470.0
Attchd,484.0
Attchd,650.0
Attchd,576.0
Attchd,506.0
Attchd,360.0
Attchd,528.0
Attchd,512.0
Attchd,286.0
Attchd,308.0
Attchd,461.0
Attchd,433.0
Attchd,502.0
Attchd,472.0
Attchd,722.0
Attchd,870.0
Attchd,528.0
Attchd,400.0
Attchd,422.0
Attchd,471.0
Attchd,438.0
Attchd,692.0
Attchd,571.0
Attchd,808.0
BuiltIn,452.0
2Types,995.0
Attchd,712.0
Attchd,932.0
BuiltIn,642.0
"",0.0
2Types,1041.0
Attchd,460.0
Attchd,648.0
Attchd,576.0
2Types,1356.0
Attchd,572.0
Attchd,528.0
Attchd,253.0
BuiltIn,297.0
"",0.0
Attchd,286.0
"",0.0
Attchd,286.0
Attchd,539.0
Attchd,678.0
Attchd,528.0
Attchd,672.0
Attchd,531.0
"",0.0
Detchd,624.0
Attchd,444.0
Detchd,360.0
Attchd,502.0
Attchd,264.0
Attchd,264.0
"",0.0
Attchd,288.0
Attchd,452.0
Attchd,313.0
Attchd,963.0
Attchd,550.0
Attchd,506.0
Attchd,400.0
BuiltIn,642.0
Attchd,423.0
Attchd,409.0
BuiltIn,443.0
Attchd,413.0
Attchd,576.0
Attchd,690.0
Attchd,527.0
Attchd,800.0
Attchd,773.0
BuiltIn,422.0
Attchd,618.0
Attchd,402.0
Attchd,420.0
Attchd,462.0
Attchd,461.0
Attchd,504.0
Attchd,564.0
BuiltIn,670.0
BuiltIn,758.0
BuiltIn,675.0
BuiltIn,716.0
BuiltIn,666.0
Attchd,736.0
BuiltIn,660.0
BuiltIn,641.0
Attchd,672.0
Attchd,572.0
Attchd,517.0
Attchd,758.0
Attchd,722.0
Attchd,440.0
Attchd,786.0
Attchd,539.0
Attchd,566.0
Attchd,582.0
Attchd,604.0
Attchd,482.0
Attchd,612.0
Attchd,564.0
Attchd,434.0
Attchd,596.0
BuiltIn,541.0
Attchd,485.0
Attchd,495.0
Attchd,528.0
Attchd,484.0
Attchd,462.0
Attchd,299.0
Attchd,280.0
"",0.0
Detchd,576.0
Attchd,543.0
Detchd,440.0
Attchd,440.0
Detchd,264.0
Detchd,264.0
"",0.0
Detchd,264.0
Detchd,264.0
Detchd,264.0
Attchd,288.0
Attchd,440.0
Attchd,300.0
Attchd,288.0
Attchd,319.0
Attchd,460.0
Attchd,770.0
Attchd,831.0
Attchd,840.0
Attchd,880.0
Attchd,850.0
Attchd,874.0
Attchd,1085.0
Attchd,772.0
BuiltIn,853.0
BuiltIn,691.0
BuiltIn,670.0
Attchd,878.0
Attchd,521.0
BuiltIn,736.0
Attchd,575.0
BuiltIn,672.0
BuiltIn,784.0
Attchd,708.0
BuiltIn,753.0
Attchd,925.0
Attchd,816.0
Attchd,874.0
Attchd,706.0
BuiltIn,736.0
BuiltIn,746.0
Attchd,484.0
Attchd,556.0
Attchd,474.0
Attchd,474.0
Attchd,899.0
Attchd,575.0
Attchd,478.0
Attchd,397.0
Attchd,390.0
Attchd,440.0
Attchd,426.0
BuiltIn,660.0
Attchd,427.0
Attchd,429.0
BuiltIn,632.0
Attchd,440.0
Attchd,437.0
Attchd,420.0
Attchd,400.0
Attchd,398.0
Attchd,398.0
Attchd,388.0
Attchd,438.0
Attchd,440.0
Attchd,440.0
Attchd,648.0
Attchd,648.0
BuiltIn,372.0
Attchd,393.0
Attchd,403.0
Attchd,433.0
Attchd,504.0
Attchd,393.0
Attchd,460.0
Attchd,431.0
Attchd,431.0
Attchd,472.0
Attchd,617.0
BuiltIn,429.0
Attchd,870.0
Attchd,885.0
BuiltIn,768.0
Attchd,807.0
Attchd,774.0
Attchd,592.0
BuiltIn,420.0
Attchd,725.0
Attchd,959.0
Attchd,803.0
Attchd,844.0
Attchd,704.0
BuiltIn,760.0
Attchd,928.0
Attchd,1134.0
Attchd,500.0
Attchd,834.0
Attchd,510.0
Attchd,584.0
Attchd,792.0
Attchd,776.0
Attchd,1053.0
Attchd,615.0
Attchd,615.0
Attchd,614.0
Attchd,572.0
Attchd,453.0
Attchd,572.0
"",0.0
Attchd,612.0
"",0.0
Detchd,484.0
Detchd,576.0
Attchd,462.0
Attchd,449.0
Attchd,688.0
Attchd,484.0
Attchd,462.0
Attchd,542.0
Attchd,484.0
Attchd,472.0
Detchd,384.0
Detchd,300.0
Detchd,624.0
Detchd,504.0
Attchd,528.0
Detchd,576.0
Attchd,492.0
Attchd,310.0
Attchd,294.0
Detchd,484.0
Attchd,308.0
Attchd,288.0
"",0.0
Attchd,288.0
Attchd,288.0
Attchd,550.0
Attchd,462.0
Attchd,888.0
Attchd,796.0
Attchd,590.0
Attchd,757.0
Attchd,588.0
Attchd,550.0
Detchd,480.0
Detchd,480.0
Detchd,480.0
Detchd,480.0
Detchd,440.0
Detchd,506.0
Detchd,490.0
Attchd,496.0
BuiltIn,434.0
Attchd,564.0
Attchd,481.0
Attchd,546.0
Attchd,484.0
Detchd,484.0
Attchd,484.0
Attchd,484.0
Attchd,894.0
Attchd,501.0
Attchd,487.0
Attchd,508.0
Attchd,776.0
Attchd,619.0
Attchd,484.0
Attchd,477.0
Attchd,528.0
Attchd,384.0
Attchd,504.0
Attchd,530.0
Attchd,504.0
Attchd,288.0
Attchd,326.0
Attchd,264.0
Attchd,568.0
Detchd,884.0
Attchd,495.0
Attchd,368.0
Detchd,624.0
Attchd,588.0
Attchd,299.0
Attchd,461.0
Attchd,430.0
Attchd,480.0
Attchd,264.0
2Types,750.0
Attchd,286.0
Attchd,240.0
Attchd,275.0
Detchd,273.0
Detchd,305.0
"",0.0
Detchd,528.0
Attchd,576.0
Attchd,441.0
Attchd,240.0
Attchd,280.0
Detchd,528.0
Attchd,240.0
Attchd,234.0
Attchd,240.0
Detchd,506.0
Attchd,441.0
Attchd,480.0
Attchd,487.0
Attchd,286.0
Detchd,795.0
Attchd,430.0
Attchd,540.0
Attchd,796.0
Attchd,331.0
Attchd,292.0
Attchd,488.0
Basment,300.0
Attchd,299.0
Attchd,353.0
Attchd,447.0
Detchd,600.0
Attchd,286.0
Attchd,451.0
Attchd,280.0
Attchd,400.0
Detchd,684.0
Attchd,319.0
Attchd,300.0
Attchd,270.0
2Types,791.0
Attchd,896.0
Attchd,1008.0
Detchd,649.0
Attchd,398.0
Detchd,371.0
Detchd,326.0
Detchd,326.0
Detchd,660.0
Attchd,280.0
Detchd,720.0
Detchd,528.0
Detchd,648.0
Detchd,936.0
Attchd,520.0
Attchd,566.0
Attchd,440.0
Attchd,484.0
Attchd,294.0
Attchd,440.0
Attchd,264.0
Attchd,288.0
BuiltIn,539.0
Attchd,288.0
Detchd,308.0
Attchd,418.0
Attchd,484.0
Attchd,441.0
Attchd,319.0
Detchd,597.0
"",0.0
Detchd,625.0
Detchd,420.0
Attchd,286.0
Detchd,400.0
Detchd,400.0
Detchd,400.0
"",0.0
Attchd,300.0
Attchd,288.0
Attchd,453.0
Attchd,300.0
Detchd,528.0
Attchd,336.0
"",0.0
Detchd,624.0
Detchd,210.0
Detchd,240.0
Detchd,162.0
Detchd,400.0
Detchd,546.0
Detchd,576.0
Detchd,200.0
Detchd,270.0
Detchd,576.0
Detchd,280.0
Detchd,216.0
Detchd,240.0
Detchd,528.0
Detchd,440.0
Detchd,216.0
Detchd,576.0
Detchd,450.0
Detchd,200.0
Detchd,378.0
Attchd,220.0
Detchd,250.0
Detchd,440.0
2Types,779.0
Detchd,320.0
Detchd,432.0
Attchd,352.0
Detchd,225.0
Detchd,216.0
Detchd,576.0
Detchd,312.0
Detchd,840.0
"",0.0
Detchd,624.0
"",0.0
"",0.0
Detchd,312.0
Detchd,240.0
Detchd,420.0
Detchd,410.0
Detchd,528.0
Detchd,240.0
Detchd,258.0
Detchd,450.0
"",0.0
Detchd,225.0
Detchd,180.0
Detchd,440.0
Detchd,205.0
Detchd,280.0
Detchd,210.0
Detchd,576.0
Detchd,576.0
Attchd,255.0
"",0.0
Detchd,370.0
Detchd,390.0
"",0.0
Detchd,198.0
Detchd,297.0
Detchd,210.0
"",0.0
Detchd,308.0
Detchd,288.0
Detchd,576.0
Attchd,394.0
BuiltIn,288.0
Detchd,260.0
Detchd,180.0
Detchd,246.0
Attchd,459.0
CarPort,516.0
Attchd,264.0
Attchd,528.0
Attchd,564.0
Attchd,336.0
Attchd,286.0
Attchd,336.0
Attchd,440.0
Attchd,512.0
Attchd,440.0
Detchd,616.0
Attchd,580.0
Attchd,586.0
Attchd,451.0
Attchd,484.0
Attchd,454.0
Detchd,322.0
Attchd,364.0
Detchd,576.0
Attchd,521.0
Attchd,575.0
Attchd,667.0
Detchd,576.0
Attchd,440.0
Basment,450.0
Attchd,445.0
Attchd,504.0
BuiltIn,215.0
Attchd,230.0
Attchd,432.0
2Types,795.0
Detchd,836.0
Attchd,528.0
Attchd,569.0
Attchd,288.0
Attchd,325.0
Attchd,305.0
Detchd,308.0
"",0.0
Detchd,280.0
Attchd,403.0
Attchd,506.0
Attchd,471.0
Attchd,920.0
BuiltIn,848.0
Attchd,632.0
Attchd,632.0
Attchd,662.0
Attchd,865.0
Attchd,675.0
Attchd,868.0
Attchd,495.0
Attchd,660.0
Attchd,754.0
Attchd,638.0
Attchd,576.0
Attchd,610.0
Attchd,506.0
Attchd,390.0
Attchd,540.0
Attchd,576.0
Attchd,522.0
Detchd,576.0
Attchd,462.0
Attchd,473.0
Attchd,591.0
Attchd,576.0
Attchd,541.0
Attchd,576.0
Attchd,472.0
Attchd,515.0
Attchd,586.0
BuiltIn,492.0
Attchd,474.0
Attchd,843.0
Detchd,576.0
Attchd,317.0
Detchd,672.0
Attchd,300.0
Attchd,288.0
Attchd,552.0
Detchd,297.0
Detchd,484.0
Attchd,586.0
Attchd,591.0
Attchd,530.0
Attchd,418.0
Attchd,748.0
BuiltIn,529.0
Attchd,900.0
Attchd,646.0
Attchd,467.0
Attchd,555.0
Attchd,610.0
Detchd,583.0
Attchd,484.0
Attchd,420.0
Attchd,420.0
Attchd,685.0
Attchd,545.0
BuiltIn,434.0
Attchd,544.0
Attchd,578.0
Attchd,572.0
Attchd,782.0
Attchd,565.0
Attchd,502.0
Attchd,564.0
Attchd,390.0
Attchd,400.0
Attchd,528.0
Attchd,528.0
Detchd,396.0
"",0.0
"",0.0
Attchd,360.0
BuiltIn,616.0
"",0.0
BuiltIn,502.0
Basment,525.0
Basment,525.0
Basment,525.0
Detchd,380.0
Detchd,380.0
Detchd,380.0
Detchd,380.0
Detchd,380.0
Attchd,265.0
Detchd,528.0
Attchd,288.0
"",0.0
Attchd,392.0
Detchd,572.0
2Types,609.0
Detchd,280.0
"",0.0
Detchd,440.0
Detchd,216.0
Detchd,275.0
"",0.0
Attchd,240.0
Detchd,240.0
Attchd,440.0
Detchd,312.0
Detchd,180.0
Detchd,216.0
"",0.0
Detchd,288.0
Detchd,216.0
Detchd,240.0
Detchd,240.0
Detchd,642.0
Detchd,318.0
Detchd,400.0
Attchd,410.0
Detchd,252.0
Attchd,180.0
Detchd,451.0
Detchd,360.0
2Types,579.0
Attchd,365.0
Attchd,470.0
Attchd,621.0
Attchd,342.0
Attchd,375.0
Attchd,540.0
Detchd,215.0
Detchd,506.0
"",0.0
Detchd,272.0
Detchd,327.0
Detchd,384.0
CarPort,570.0
"",0.0
Detchd,308.0
"",0.0
"",0.0
Attchd,495.0
Attchd,525.0
Attchd,576.0
2Types,616.0
Attchd,490.0
Attchd,504.0
Attchd,528.0
2Types,766.0
Attchd,628.0
Attchd,312.0
Attchd,518.0
Attchd,511.0
Attchd,551.0
Attchd,484.0
Attchd,693.0
Attchd,470.0
Attchd,765.0
Attchd,714.0
Attchd,880.0
Attchd,682.0
Attchd,270.0
Attchd,784.0
Attchd,402.0
Attchd,405.0
"",0.0
BuiltIn,336.0
Attchd,336.0
Attchd,576.0
Attchd,288.0
2Types,928.0
"",0.0
Attchd,253.0
Attchd,336.0
"",0.0
CarPort,286.0
"",0.0
"",0.0
CarPort,286.0
Attchd,574.0
Detchd,560.0
Attchd,484.0
Detchd,576.0
Detchd,588.0
Attchd,484.0
"",0.0
Attchd,418.0
Attchd,650.0
